Present_Tmax;LDAPS_RHmin;LDAPS_RHmax;LDAPS_Tmax_lapse;LDAPS_Tmin_lapse;LDAPS_WS;LDAPS_LH;LDAPS_CC1;LDAPS_CC2;LDAPS_CC3;LDAPS_CC4;LDAPS_PPT1;LDAPS_PPT2;LDAPS_PPT3;LDAPS_PPT4;lat;lon;DEM;Slope;Solar radiation;Next_Tmax
31,70;76,72;94,98;26,84;24,20;3,86;35,93;0,75;0,83;0,72;0,79;3,13;0,93;0,00;0,00;37,60;127,03;44,76;0,51;5379,52;31,40
32,40;67,27;88,67;27,56;24,45;4,08;30,76;0,77;0,84;0,73;0,82;2,20;2,14;0,00;0,00;37,58;127,06;33,31;0,27;5374,03;32,20
32,70;89,77;99,67;25,73;23,89;5,14;35,76;0,75;0,86;0,70;0,75;3,88;1,92;0,00;0,00;37,65;127,02;45,72;2,53;5365,76;32,50
31,40;81,42;95,24;26,51;24,01;4,34;49,09;0,76;0,77;0,69;0,81;1,88;2,79;0,00;0,00;37,55;127,14;35,04;0,51;5365,93;30,50
32,30;70,63;89,39;27,18;24,50;4,74;42,86;0,79;0,76;0,74;0,79;1,40;4,16;0,00;0,00;37,51;127,04;54,64;0,15;5379,99;31,70
31,60;76,87;94,25;27,13;24,24;4,30;53,11;0,76;0,79;0,67;0,76;7,89;0,51;0,00;0,02;37,58;126,84;12,37;0,10;5357,71;32,20
30,60;65,63;92,22;27,74;24,35;5,07;32,02;0,81;0,82;0,71;0,79;3,16;1,06;0,00;0,01;37,47;126,91;52,52;1,56;5365,52;31,10
31,70;74,82;94,82;26,68;24,11;4,76;34,22;0,78;0,79;0,71;0,80;3,89;0,40;0,00;0,00;37,50;126,83;50,93;0,41;5387,10;32,50
30,00;67,00;95,05;26,29;23,37;4,80;34,45;0,81;0,79;0,71;0,79;4,83;2,63;0,00;0,03;37,46;126,96;208,51;5,18;5352,82;31,10
31,60;74,78;93,18;27,12;24,52;4,05;43,51;0,81;0,78;0,72;0,79;1,75;3,55;0,00;0,00;37,54;127,09;28,70;0,62;5377,68;30,50
32,20;68,51;89,94;26,78;24,07;5,63;36,71;0,74;0,79;0,70;0,79;5,71;1,19;0,00;0,00;37,55;126,99;132,12;0,59;5428,59;30,80
32,50;72,68;94,33;27,10;24,17;3,67;33,46;0,79;0,83;0,73;0,81;1,90;1,65;0,00;0,00;37,58;127,08;59,83;2,69;5361,72;32,10
31,70;60,51;90,19;28,21;24,90;5,38;22,44;0,81;0,81;0,70;0,77;4,06;0,99;0,00;0,00;37,50;126,93;30,97;0,62;5365,03;31,50
31,50;63,83;90,67;27,77;24,72;5,21;37,76;0,75;0,80;0,68;0,78;5,27;0,58;0,00;0,01;37,55;126,94;30,05;0,86;5380,90;31,40
29,90;74,34;92,53;26,62;24,09;4,61;36,43;0,79;0,79;0,73;0,81;3,56;3,08;0,00;0,00;37,47;127,00;82,29;2,26;5349,66;29,80
30,80;82,55;96,44;26,41;23,85;3,01;32,91;0,76;0,83;0,68;0,78;3,59;1,22;0,00;0,00;37,62;127,10;53,47;0,70;5379,84;31,20
32,90;76,66;91,81;26,56;24,23;4,56;39,33;0,79;0,77;0,73;0,79;2,86;4,00;0,00;0,00;37,48;127,02;56,44;1,23;5364,62;33,80
32,50;65,30;89,23;27,39;24,56;5,19;27,53;0,72;0,84;0,67;0,75;5,48;0,45;0,00;0,02;37,58;126,94;75,09;1,77;5407,37;31,80
31,90;82,21;99,41;25,75;23,24;6,46;49,22;0,74;0,80;0,71;0,76;6,23;1,14;0,00;0,00;37,62;127,00;146,55;4,73;5455,52;31,30
32,10;68,71;89,75;27,55;24,64;4,77;33,21;0,75;0,80;0,74;0,80;2,16;2,31;0,00;0,00;37,55;127,04;26,30;0,57;5370,37;31,30
32,60;74,36;92,20;27,18;24,58;4,43;52,20;0,79;0,74;0,72;0,77;3,83;3,13;0,00;0,00;37,51;127,09;21,97;0,13;5360,43;32,10
32,80;67,30;92,88;27,78;24,71;5,16;54,54;0,80;0,79;0,70;0,78;3,93;0,53;0,00;0,00;37,54;126,89;15,59;0,16;5360,23;32,00
32,50;65,32;91,89;28,00;24,88;5,27;38,87;0,83;0,80;0,69;0,77;3,72;0,80;0,00;0,00;37,52;126,91;17,30;0,22;5357,46;32,10
32,40;65,41;88,57;27,83;24,99;5,20;33,51;0,79;0,79;0,69;0,79;5,25;2,64;0,00;0,00;37,52;126,97;19,58;0,27;5365,88;32,30
28,20;56,86;94,79;31,18;22,88;6,07;98,00;0,33;0,07;0,25;0,22;0,12;0,00;0,05;0,03;37,60;126,99;212,34;2,79;5492,26;30,60
30,00;51,72;95,84;32,80;23,74;5,32;84,70;0,43;0,21;0,28;0,21;0,06;0,00;0,25;0,08;37,60;127,03;44,76;0,51;5354,40;33,60
30,80;47,39;92,91;33,56;24,20;5,28;68,50;0,42;0,14;0,26;0,23;0,09;0,00;0,42;0,52;37,58;127,06;33,31;0,27;5348,93;34,10
31,70;59,15;99,35;32,00;23,27;6,65;107,51;0,39;0,21;0,20;0,12;0,17;0,00;0,21;0,01;37,65;127,02;45,72;2,53;5340,64;34,70
30,20;54,21;95,66;32,44;23,96;5,45;112,47;0,36;0,10;0,26;0,21;0,02;0,00;0,05;0,36;37,55;127,14;35,04;0,51;5340,65;33,80
31,50;51,01;88,74;33,26;24,70;5,73;57,84;0,37;0,12;0,27;0,32;0,00;0,00;0,00;0,29;37,51;127,04;54,64;0,15;5354,69;34,20
31,60;59,56;96,03;31,79;24,19;4,95;108,31;0,39;0,08;0,24;0,33;0,03;0,00;0,00;0,10;37,58;126,84;12,37;0,10;5332,52;34,20
30,40;51,58;88,24;32,92;24,77;6,03;53,82;0,38;0,08;0,25;0,37;0,06;0,00;0,01;0,02;37,47;126,91;52,52;1,56;5340,01;33,40
31,90;57,83;92,57;32,02;24,50;5,50;99,26;0,38;0,08;0,23;0,42;0,11;0,00;0,07;0,13;37,50;126,83;50,93;0,41;5361,98;33,30
30,00;55,25;92,46;31,35;23,23;5,74;74,31;0,37;0,08;0,19;0,38;0,02;0,00;0,00;0,01;37,46;126,96;208,51;5,18;5325,43;33,80
30,40;49,70;89,83;33,08;24,57;4,99;69,58;0,36;0,10;0,31;0,25;0,01;0,00;0,71;0,45;37,54;127,09;28,70;0,62;5352,71;33,80
30,00;46,63;92,08;32,88;23,76;6,40;65,90;0,38;0,10;0,26;0,25;0,07;0,00;0,00;1,90;37,55;126,99;132,12;0,59;5403,18;33,80
31,40;49,05;93,94;33,18;23,92;5,04;80,14;0,39;0,13;0,29;0,20;0,07;0,00;0,46;0,46;37,58;127,08;59,83;2,69;5336,18;34,60
31,20;48,40;85,68;33,70;25,36;6,17;27,71;0,39;0,09;0,22;0,40;0,02;0,00;0,00;0,42;37,50;126,93;30,97;0,62;5339,78;33,40
31,30;44,97;88,85;33,77;24,73;6,14;59,95;0,34;0,09;0,21;0,39;0,05;0,00;0,00;0,54;37,55;126,94;30,05;0,86;5355,96;33,80
29,40;57,07;94,13;32,07;23,78;5,47;90,20;0,38;0,11;0,21;0,37;0,00;0,00;0,00;0,03;37,47;127,00;82,29;2,26;5323,57;32,70
30,10;55,77;97,47;32,25;23,42;4,62;120,10;0,39;0,16;0,29;0,18;0,01;0,00;0,59;0,09;37,62;127,10;53,47;0,70;5354,60;33,00
32,00;55,96;93,60;32,43;24,13;5,25;96,24;0,38;0,12;0,22;0,35;0,00;0,00;0,00;0,34;37,48;127,02;56,44;1,23;5339,03;36,00
31,00;47,13;86,90;33,26;24,55;5,96;51,28;0,36;0,08;0,24;0,30;0,08;0,00;0,00;0,42;37,58;126,94;75,09;1,77;5382,39;33,70
30,40;59,89;98,38;31,19;22,98;7,27;102,29;0,33;0,10;0,25;0,19;0,13;0,00;0,09;0,02;37,62;127,00;146,55;4,73;5430,99;33,90
30,50;47,78;91,51;33,65;24,47;5,95;61,64;0,39;0,11;0,34;0,22;0,08;0,00;0,39;3,63;37,55;127,04;26,30;0,57;5345,29;33,70
31,50;52,77;91,88;32,85;24,69;5,12;71,43;0,40;0,12;0,25;0,32;0,00;0,00;0,00;0,12;37,51;127,09;21,97;0,13;5335,20;35,40
31,90;49,93;87,93;33,06;25,01;5,82;84,03;0,38;0,09;0,24;0,52;0,02;0,00;0,11;1,60;37,54;126,89;15,59;0,16;5335,05;35,30
31,60;46,94;86,25;33,42;25,18;6,08;57,16;0,39;0,09;0,23;0,48;0,02;0,00;0,05;0,76;37,52;126,91;17,30;0,22;5332,21;34,70
31,70;47,94;86,32;33,90;25,12;6,21;33,86;0,36;0,09;0,19;0,29;0,00;0,00;0,00;0,10;37,52;126,97;19,58;0,27;5340,79;34,70
29,90;51,96;87,98;32,84;24,97;5,54;114,61;0,36;0,04;0,07;0,06;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5467,11;32,50
33,10;47,36;90,51;34,83;26,03;5,26;85,96;0,37;0,10;0,08;0,06;0,07;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5328,68;35,00
33,70;40,26;82,51;36,01;26,85;5,38;19,10;0,36;0,07;0,10;0,07;0,01;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5323,23;35,70
33,90;55,95;94,75;33,19;25,23;5,87;128,05;0,43;0,06;0,03;0,00;0,04;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5314,91;37,00
33,50;49,90;95,20;33,69;25,49;4,48;127,76;0,33;0,07;0,09;0,04;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5314,77;34,40
33,80;40,81;83,27;35,28;26,59;5,35;52,85;0,28;0,07;0,08;0,06;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5328,80;35,50
34,20;46,79;92,04;34,13;26,01;4,34;130,23;0,28;0,06;0,07;0,06;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5306,73;35,70
32,70;38,97;85,70;35,43;26,39;5,26;59,14;0,21;0,07;0,10;0,09;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5313,91;36,60
33,00;44,37;89,66;34,49;26,11;4,70;116,57;0,24;0,05;0,11;0,07;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5336,26;35,80
32,80;44,00;85,18;33,36;25,78;4,97;82,82;0,21;0,08;0,08;0,10;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5297,42;35,70
33,50;43,34;86,26;35,13;26,49;4,66;60,35;0,31;0,06;0,07;0,06;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5327,16;35,00
33,50;39,38;79,97;35,40;26,61;6,19;35,67;0,30;0,05;0,08;0,08;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5377,18;34,70
34,10;42,45;83,16;35,29;26,44;4,85;41,01;0,33;0,07;0,11;0,05;0,01;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5310,04;36,10
33,30;36,60;74,73;36,39;27,80;5,90;17,73;0,25;0,05;0,08;0,11;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5313,93;35,70
33,40;37,92;77,18;36,36;27,62;5,77;37,16;0,27;0,05;0,07;0,09;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5330,43;34,60
32,10;45,72;88,14;33,95;26,03;4,93;106,34;0,22;0,08;0,09;0,11;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5296,88;34,10
32,60;51,91;92,48;33,82;24,94;4,12;152,09;0,38;0,10;0,08;0,02;0,27;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5328,76;34,70
35,10;45,12;88,02;34,31;25,97;4,89;111,40;0,24;0,08;0,09;0,11;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5312,85;38,30
33,30;40,61;79,09;35,71;27,07;5,55;58,89;0,27;0,05;0,10;0,09;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5356,83;36,00
33,50;55,69;90,79;32,63;25,11;6,08;118,35;0,40;0,04;0,04;0,03;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5405,87;35,10
33,40;39,89;80,93;36,16;27,02;5,85;19,37;0,34;0,05;0,08;0,06;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5319,62;35,60
34,90;44,44;85,33;34,85;26,35;4,57;79,88;0,26;0,06;0,08;0,08;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5309,37;35,90
34,30;41,13;82,68;35,64;27,59;5,32;86,42;0,26;0,05;0,06;0,11;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5309,29;37,10
34,70;37,95;76,22;36,26;27,76;5,74;49,78;0,27;0,05;0,07;0,11;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5306,37;36,80
34,70;37,75;78,44;36,30;27,44;6,01;22,66;0,27;0,05;0,06;0,08;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5315,12;36,80
31,90;54,95;84,38;32,85;25,33;6,55;113,74;0,31;0,14;0,12;0,01;0,10;0,01;0,00;0,00;37,60;126,99;212,34;2,79;5441,39;32,90
34,50;43,56;85,22;35,97;25,98;5,19;89,19;0,31;0,09;0,06;0,05;0,07;0,02;0,00;0,00;37,60;127,03;44,76;0,51;5302,38;35,50
35,30;36,43;77,58;37,05;26,76;5,82;25,35;0,29;0,07;0,04;0,02;0,01;0,03;0,00;0,00;37,58;127,06;33,31;0,27;5296,95;36,60
35,50;56,88;93,43;33,47;25,23;6,33;129,78;0,33;0,10;0,10;0,00;0,31;0,00;0,01;0,00;37,65;127,02;45,72;2,53;5288,59;36,60
34,00;51,15;91,29;33,87;25,22;5,47;152,37;0,31;0,14;0,03;0,02;0,03;0,07;0,00;0,00;37,55;127,14;35,04;0,51;5288,31;35,50
35,10;38,43;79,87;35,75;26,87;6,20;66,36;0,25;0,11;0,02;0,02;0,00;0,02;0,00;0,00;37,51;127,04;54,64;0,15;5302,33;36,40
35,60;59,62;90,04;32,94;25,83;4,81;143,25;0,22;0,04;0,07;0,01;0,09;0,01;0,00;0,00;37,58;126,84;12,37;0,10;5280,37;36,60
36,00;46,46;79,07;35,17;27,22;5,90;64,64;0,26;0,08;0,07;0,02;0,05;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5287,23;36,70
35,70;54,08;90,21;33,50;26,27;5,00;114,16;0,24;0,11;0,07;0,02;0,04;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5309,97;35,70
35,00;45,85;85,69;33,75;25,40;5,98;90,55;0,26;0,09;0,02;0,01;0,06;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5268,81;35,60
34,60;42,22;82,19;35,69;26,63;5,71;77,81;0,29;0,13;0,02;0,03;0,00;0,06;0,00;0,00;37,54;127,09;28,70;0,62;5301,03;36,10
34,60;43,66;76,93;35,35;26,55;6,83;39,60;0,28;0,07;0,05;0,03;0,00;0,02;0,00;0,00;37,55;126,99;132,12;0,59;5350,59;35,70
35,30;39,85;81,02;36,30;26,23;5,42;51,55;0,31;0,10;0,04;0,02;0,02;0,04;0,00;0,00;37,58;127,08;59,83;2,69;5283,32;37,40
35,50;45,47;75,43;35,82;27,93;6,24;24,12;0,24;0,08;0,08;0,03;0,07;0,02;0,00;0,00;37,50;126,93;30,97;0,62;5287,50;36,20
34,20;48,10;74,54;35,26;27,53;6,13;49,71;0,29;0,05;0,13;0,03;0,12;0,01;0,00;0,00;37,55;126,94;30,05;0,86;5304,32;35,70
33,60;41,67;87,04;34,54;25,95;5,69;117,64;0,25;0,11;0,01;0,01;0,04;0,01;0,00;0,00;37,47;127,00;82,29;2,26;5269,60;34,70
34,20;47,43;90,95;34,64;24,98;4,44;156,85;0,32;0,08;0,04;0,03;0,10;0,01;0,00;0,00;37,62;127,10;53,47;0,70;5302,35;35,70
37,20;42,62;84,13;34,60;26,43;5,77;123,01;0,24;0,12;0,01;0,01;0,00;0,01;0,00;0,00;37,48;127,02;56,44;1,23;5286,09;38,70
35,20;49,07;75,48;34,68;27,16;5,99;59,33;0,28;0,05;0,13;0,03;0,07;0,01;0,00;0,00;37,58;126,94;75,09;1,77;5330,69;35,70
34,90;56,90;84,72;32,83;25,58;6,91;124,49;0,33;0,12;0,12;0,01;0,12;0,01;0,03;0,00;37,62;127,00;146,55;4,73;5380,16;35,80
35,30;36,18;77,53;36,96;27,09;6,51;24,98;0,25;0,07;0,04;0,02;0,00;0,03;0,00;0,00;37,55;127,04;26,30;0,57;5293,38;36,80
35,30;44,26;84,79;34,93;26,46;5,39;105,67;0,27;0,17;0,00;0,03;0,00;0,04;0,00;0,00;37,51;127,09;21,97;0,13;5282,97;37,50
36,00;53,88;77,32;33,93;27,67;5,54;102,37;0,22;0,05;0,09;0,02;0,11;0,01;0,00;0,00;37,54;126,89;15,59;0,16;5282,94;37,20
36,60;49,97;74,91;34,92;27,92;5,92;61,78;0,22;0,07;0,08;0,03;0,11;0,02;0,00;0,00;37,52;126,91;17,30;0,22;5279,94;37,20
35,90;40,78;75,22;36,57;27,81;6,30;32,98;0,29;0,08;0,04;0,03;0,04;0,03;0,00;0,00;37,52;126,97;19,58;0,27;5288,86;36,90
32,40;57,00;90,31;32,33;24,80;6,89;111,33;0,03;0,00;0,10;0,05;0,00;0,01;0,01;0,00;37,60;126,99;212,34;2,79;5415,06;32,20
35,00;51,01;86,70;34,42;26,63;5,31;80,01;0,02;0,00;0,10;0,06;0,00;0,01;0,00;0,00;37,60;127,03;44,76;0,51;5275,49;34,40
35,70;45,32;83,63;35,62;27,16;5,91;19,88;0,01;0,00;0,10;0,09;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5270,06;35,90
36,00;59,27;91,23;33,27;25,71;6,39;124,73;0,03;0,01;0,10;0,06;0,00;0,01;0,04;0,00;37,65;127,02;45,72;2,53;5261,44;35,20
35,40;53,16;91,49;34,45;25,91;5,26;149,40;0,03;0,00;0,09;0,11;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5261,23;34,40
35,80;45,01;84,10;35,27;26,69;6,07;66,55;0,05;0,00;0,11;0,09;0,00;0,01;0,00;0,00;37,51;127,04;54,64;0,15;5275,24;35,20
35,90;57,19;87,65;33,05;26,32;4,86;151,38;0,07;0,00;0,08;0,04;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5253,40;34,70
36,70;48,02;82,52;34,56;26,34;6,15;57,35;0,06;0,03;0,18;0,10;0,00;0,01;0,00;0,00;37,47;126,91;52,52;1,56;5259,93;34,90
35,50;52,81;87,43;33,49;26,12;5,40;115,77;0,08;0,01;0,09;0,06;0,00;0,01;0,00;0,00;37,50;126,83;50,93;0,41;5283,06;34,70
34,50;52,06;88,24;33,11;25,34;6,45;77,42;0,04;0,05;0,20;0,12;0,00;0,02;0,00;0,00;37,46;126,96;208,51;5,18;5239,57;34,00
35,50;46,16;82,81;35,60;26,61;5,65;74,65;0,03;0,00;0,10;0,10;0,00;0,01;0,00;0,00;37,54;127,09;28,70;0,62;5274,28;35,30
33,80;46,03;81,45;34,53;26,22;7,10;39,02;0,03;0,00;0,12;0,10;0,00;0,01;0,03;0,00;37,55;126,99;132,12;0,59;5323,39;34,10
36,80;46,14;78,94;35,73;26,65;5,47;43,53;0,02;0,00;0,14;0,13;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5255,99;35,50
35,50;44,88;78,85;35,25;26,86;6,44;19,63;0,05;0,01;0,19;0,09;0,00;0,01;0,00;0,00;37,50;126,93;30,97;0,62;5260,46;34,40
35,10;47,24;79,85;34,80;26,78;6,37;56,89;0,04;0,00;0,18;0,08;0,00;0,01;0,28;0,00;37,55;126,94;30,05;0,86;5277,60;35,10
33,90;52,10;88,40;33,88;26,37;6,08;104,00;0,04;0,02;0,16;0,11;0,00;0,01;0,06;0,00;37,47;127,00;82,29;2,26;5241,71;33,50
35,30;48,81;87,87;34,63;25,51;4,58;147,86;0,01;0,00;0,10;0,10;0,00;0,01;0,00;0,00;37,62;127,10;53,47;0,70;5275,31;34,20
37,10;51,54;86,64;34,15;26,42;5,93;115,26;0,04;0,02;0,12;0,09;0,00;0,00;0,05;0,00;37,48;127,02;56,44;1,23;5258,70;36,40
34,70;49,20;81,67;34,27;26,45;6,22;57,93;0,05;0,00;0,18;0,08;0,00;0,01;0,14;0,00;37,58;126,94;75,09;1,77;5303,94;34,50
35,00;60,38;93,69;32,24;24,72;7,22;116,63;0,03;0,01;0,09;0,04;0,00;0,01;0,00;0,00;37,62;127,00;146,55;4,73;5353,85;34,70
36,50;44,61;84,52;35,64;27,12;6,51;21,50;0,02;0,00;0,13;0,10;0,00;0,01;0,00;0,00;37,55;127,04;26,30;0,57;5266,51;35,00
37,20;47,59;84,28;35,11;26,56;5,39;108,44;0,03;0,00;0,09;0,09;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5255,95;35,50
36,50;52,48;82,89;33,88;26,58;5,84;103,97;0,07;0,01;0,10;0,09;0,00;0,01;0,00;0,00;37,54;126,89;15,59;0,16;5255,98;35,90
36,50;48,58;79,95;34,65;26,78;6,18;57,56;0,05;0,01;0,13;0,09;0,00;0,01;0,00;0,00;37,52;126,91;17,30;0,22;5252,91;35,20
36,80;44,91;78,70;35,48;27,08;6,50;43,69;0,03;0,00;0,19;0,09;0,00;0,02;0,31;0,00;37,52;126,97;19,58;0,27;5261,99;35,90
31,60;60,32;94,79;31,45;26,22;7,03;100,07;0,32;0,19;0,25;0,08;0,66;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5388,14;32,20
33,20;49,91;89,24;33,39;27,87;5,75;74,57;0,37;0,15;0,25;0,33;0,08;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5248,00;34,30
34,70;47,33;83,29;34,28;28,61;6,36;46,68;0,34;0,14;0,24;0,44;0,01;0,00;0,00;1,03;37,58;127,06;33,31;0,27;5242,59;35,10
34,20;57,18;99,59;32,61;26,60;5,78;104,74;0,33;0,29;0,22;0,13;0,44;0,13;0,00;0,00;37,65;127,02;45,72;2,53;5233,79;35,40
33,70;59,01;90,15;32,25;27,43;5,46;130,95;0,30;0,13;0,51;0,31;0,00;0,00;0,47;0,23;37,55;127,14;35,04;0,51;5233,57;34,90
34,70;51,72;86,50;33,76;27,92;6,08;79,15;0,32;0,11;0,40;0,37;0,02;0,00;0,00;4,65;37,51;127,04;54,64;0,15;5247,57;35,10
33,70;66,43;87,71;31,54;27,57;5,11;125,02;0,24;0,22;0,30;0,09;0,00;0,00;0,01;0,00;37,58;126,84;12,37;0,10;5225,84;34,60
34,30;52,55;90,10;33,08;27,07;5,97;59,50;0,31;0,17;0,24;0,07;0,73;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5232,05;35,00
NaN;62,01;86,07;31,82;27,09;5,82;97,12;0,25;0,21;0,26;0,11;0,04;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5255,57;35,20
33,50;56,12;88,97;31,82;26,65;6,30;77,66;0,31;0,12;0,30;0,06;0,19;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5209,74;34,20
34,20;51,34;86,36;33,96;28,18;5,87;98,65;0,23;0,14;0,40;0,37;0,00;0,00;0,31;4,36;37,54;127,09;28,70;0,62;5246,96;35,30
32,70;51,47;82,59;33,20;28,25;6,73;39,51;0,38;0,19;0,25;0,12;0,10;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5295,60;34,50
34,80;48,48;88,59;33,98;27,69;5,78;77,69;0,26;0,13;0,33;0,40;0,00;0,00;0,00;2,32;37,58;127,08;59,83;2,69;5228,07;35,90
34,00;49,28;84,85;33,67;27,90;6,29;25,19;0,35;0,17;0,23;0,07;1,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5232,83;34,90
35,00;54,92;84,65;33,08;28,36;6,28;52,00;0,38;0,20;0,18;0,06;1,77;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5250,30;34,90
33,40;56,40;87,21;32,56;27,67;6,05;103,45;0,32;0,10;0,32;0,08;0,07;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5213,22;33,90
33,70;57,31;94,88;32,60;26,70;5,25;132,87;0,31;0,13;0,28;0,34;0,01;0,00;0,00;0,56;37,62;127,10;53,47;0,70;5247,70;35,00
36,00;55,16;89,35;32,94;27,46;6,04;109,00;0,36;0,09;0,31;0,14;0,03;0,00;0,00;0,79;37,48;127,02;56,44;1,23;5230,74;37,10
34,50;53,14;83,12;32,84;27,90;6,01;54,37;0,37;0,20;0,23;0,06;1,22;0,00;0,03;0,00;37,58;126,94;75,09;1,77;5276,60;34,90
34,60;59,21;97,16;31,40;26,40;6,93;102,66;0,32;0,19;0,22;0,15;0,62;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5326,95;35,00
34,30;49,25;81,67;34,60;28,82;6,48;33,41;0,34;0,12;0,32;0,37;0,01;0,00;0,01;1,21;37,55;127,04;26,30;0,57;5239,07;34,90
34,50;55,68;86,73;33,44;27,73;5,89;124,03;0,24;0,15;0,40;0,32;0,00;0,01;3,57;0,95;37,51;127,09;21,97;0,13;5228,35;35,90
35,00;63,31;84,53;31,88;27,80;5,58;100,42;0,36;0,19;0,17;0,07;0,98;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5228,44;35,90
34,70;56,87;83,81;32,76;27,92;5,90;61,18;0,39;0,18;0,18;0,07;1,57;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5225,29;35,80
35,00;49,31;81,67;33,96;28,81;6,55;32,72;0,38;0,18;0,25;0,09;0,13;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5234,53;35,60
32,00;49,41;85,65;33,13;25,10;6,39;103,82;0,08;0,01;0,16;0,40;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5360,64;31,60
33,90;42,99;89,16;35,21;26,15;6,44;78,69;0,08;0,01;0,20;0,35;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5219,93;34,60
34,80;39,61;81,31;36,29;26,97;6,69;17,88;0,08;0,01;0,18;0,33;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5214,54;35,90
35,00;48,54;92,05;34,24;25,13;7,17;117,34;0,07;0,01;0,16;0,42;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5205,58;36,10
34,50;44,88;90,30;34,99;26,03;6,18;157,97;0,08;0,01;0,07;0,32;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5205,33;34,70
35,00;41,34;77,09;35,68;27,58;6,50;69,01;0,08;0,02;0,25;0,33;0,00;0,00;0,00;0,01;37,51;127,04;54,64;0,15;5219,31;35,00
34,00;52,10;89,02;33,62;25,92;6,36;165,23;0,05;0,01;0,12;0,41;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5197,71;35,60
35,00;43,76;86,76;34,82;26,36;7,04;60,38;0,06;0,01;0,10;0,37;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5203,58;35,70
34,60;51,12;92,64;33,29;25,83;6,57;110,67;0,05;0,01;0,12;0,31;0,00;0,00;0,00;0,01;37,50;126,83;50,93;0,41;5227,49;35,10
33,80;44,78;84,77;33,85;25,88;6,99;82,32;0,06;0,01;0,12;0,37;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5179,30;34,40
34,70;40,27;80,53;36,06;27,14;6,18;72,82;0,07;0,01;0,24;0,26;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5219,05;35,10
33,30;41,90;77,90;35,13;26,85;6,70;34,59;0,09;0,01;0,16;0,34;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5267,23;34,10
35,70;39,74;83,33;36,19;26,47;6,33;41,16;0,08;0,01;0,14;0,29;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5199,57;36,10
